# h,k,l,E,sigma  (synthetic, true J1=1.0 J2=0.3, S=1.0)
# Generated by make_synthetic_data.py from the ANALYTIC Neel-AFM
# dispersion, not by pyMagCalc -- see that file for why.
0.05000,0.00000,0.00000,0.66427,0.05000
0.10000,0.00000,0.00000,1.32415,0.05000
0.15000,0.00000,0.00000,1.92355,0.05000
0.20000,0.00000,0.00000,2.26128,0.05000
0.25000,0.00000,0.00000,2.55500,0.05000
0.30000,0.00000,0.00000,2.62910,0.05000
0.35000,0.00000,0.00000,2.56948,0.05000
0.40000,0.00000,0.00000,2.40532,0.05000
0.45000,0.00000,0.00000,2.23770,0.05000
0.50000,0.00000,0.00000,2.11262,0.05000
0.00000,0.05000,0.00000,0.34835,0.05000
0.00000,0.10000,0.00000,0.76912,0.05000
0.00000,0.15000,0.00000,1.13346,0.05000
0.00000,0.20000,0.00000,1.40452,0.05000
0.00000,0.25000,0.00000,1.66668,0.05000
0.00000,0.30000,0.00000,1.90692,0.05000
0.00000,0.35000,0.00000,2.07648,0.05000
0.00000,0.40000,0.00000,2.15954,0.05000
0.00000,0.45000,0.00000,2.18083,0.05000
0.00000,0.50000,0.00000,2.17991,0.05000
