Q,E,I
1.820645219253778091e+00,4.750000000000000000e+00,9.085438694039850481e-04
1.820645219253778091e+00,5.000000000000000000e+00,9.553778452879715466e-04
1.820645219253778091e+00,5.250000000000000000e+00,1.006118815759928431e-03
1.820645219253778091e+00,5.500000000000000000e+00,1.061234864002580294e-03
1.820645219253778091e+00,5.750000000000000000e+00,1.121269349724192356e-03
1.820645219253778091e+00,6.000000000000000000e+00,1.186856454535403045e-03
1.820645219253778091e+00,6.250000000000000000e+00,1.258740722070155133e-03
1.820645219253778091e+00,6.500000000000000000e+00,1.337801840864031406e-03
1.820645219253778091e+00,6.750000000000000000e+00,1.425086383747769777e-03
1.820645219253778091e+00,7.000000000000000000e+00,1.521848888099925539e-03
1.820645219253778091e+00,7.250000000000000000e+00,1.629605641808814761e-03
1.820645219253778091e+00,7.500000000000000000e+00,1.750205997665092153e-03
1.820645219253778091e+00,7.750000000000000000e+00,1.885928246518481016e-03
1.820645219253778091e+00,8.000000000000000000e+00,2.039610490006883454e-03
1.820645219253778091e+00,8.250000000000000000e+00,2.214832339558819342e-03
1.820645219253778091e+00,8.500000000000000000e+00,2.416171982890648155e-03
1.820645219253778091e+00,8.750000000000000000e+00,2.649577644250600099e-03
1.820645219253778091e+00,9.000000000000000000e+00,2.922917274212422870e-03
1.820645219253778091e+00,1.000000000000000000e+01,4.703316315808119159e-03
1.820645219253778091e+00,1.025000000000000000e+01,5.459092911216321606e-03
1.820645219253778091e+00,1.050000000000000000e+01,6.453664381346143480e-03
1.820645219253778091e+00,1.075000000000000000e+01,7.814485430592679055e-03
1.820645219253778091e+00,1.100000000000000000e+01,9.773511009597182775e-03
1.820645219253778091e+00,1.125000000000000000e+01,1.278861706360858407e-02
1.820645219253778091e+00,1.175000000000000000e+01,2.690983089636977965e-02
1.820645219253778091e+00,1.200000000000000000e+01,4.174668286935827310e-02
1.820645219253778091e+00,1.225000000000000000e+01,5.658796584802088664e-02
1.820645219253778091e+00,1.250000000000000000e+01,6.500579943237269620e-02
1.820645219253778091e+00,1.300000000000000000e+01,7.260458428133523268e-02
1.820645219253778091e+00,1.325000000000000000e+01,7.567472933702949767e-02
1.820645219253778091e+00,1.350000000000000000e+01,7.907043236038656386e-02
1.820645219253778091e+00,1.375000000000000000e+01,8.281965369718517767e-02
1.820645219253778091e+00,1.400000000000000000e+01,8.629574118240744551e-02
1.820645219253778091e+00,1.425000000000000000e+01,8.925189224668111931e-02
1.820645219253778091e+00,1.450000000000000000e+01,9.255704624132188307e-02
1.820645219253778091e+00,1.475000000000000000e+01,9.625269824985804856e-02
1.820645219253778091e+00,1.500000000000000000e+01,9.812518212365146930e-02
1.820645219253778091e+00,1.525000000000000000e+01,9.546756706886386223e-02
1.820645219253778091e+00,1.550000000000000000e+01,9.058918159488284216e-02
1.820645219253778091e+00,1.575000000000000000e+01,8.655047569826708476e-02
1.820645219253778091e+00,1.600000000000000000e+01,8.430453186979094959e-02
1.820645219253778091e+00,1.625000000000000000e+01,8.344982289167572620e-02
1.820645219253778091e+00,1.650000000000000000e+01,8.362692571606236691e-02
1.820645219253778091e+00,1.675000000000000000e+01,8.469473534249497004e-02
1.820645219253778091e+00,1.700000000000000000e+01,8.665199972951738439e-02
1.820645219253778091e+00,1.725000000000000000e+01,8.958792242229933478e-02
1.820645219253778091e+00,1.750000000000000000e+01,9.359050728004153497e-02
1.820645219253778091e+00,1.775000000000000000e+01,9.826108434662383928e-02
1.820645219253778091e+00,1.800000000000000000e+01,1.011267840055425082e-01
1.820645219253778091e+00,1.825000000000000000e+01,9.925009215478945712e-02
1.820645219253778091e+00,1.850000000000000000e+01,9.466118208185046734e-02
1.849175734919316083e+00,-2.750000000000000000e+00,3.034803788237757489e-04
1.849175734919316083e+00,-2.500000000000000000e+00,3.119974649475493211e-04
1.849175734919316083e+00,-2.250000000000000000e+00,3.208846568749694700e-04
1.849175734919316083e+00,-2.000000000000000000e+00,3.301640925510034063e-04
1.849175734919316083e+00,-1.750000000000000000e+00,3.398596184702643952e-04
1.849175734919316083e+00,-5.000000000000000000e-01,3.955550710075841610e-04
1.849175734919316083e+00,-2.500000000000000000e-01,4.083667587662054787e-04
1.849175734919316083e+00,0.000000000000000000e+00,4.218257375604320754e-04
1.849175734919316083e+00,2.500000000000000000e-01,4.359773536523787476e-04
1.849175734919316083e+00,5.000000000000000000e-01,4.508710810870921598e-04
1.849175734919316083e+00,7.500000000000000000e-01,4.665609900376673316e-04
1.849175734919316083e+00,2.000000000000000000e+00,5.592413141260784825e-04
1.849175734919316083e+00,2.250000000000000000e+00,5.811788498079646778e-04
1.849175734919316083e+00,2.500000000000000000e+00,6.044757129745950957e-04
1.849175734919316083e+00,2.750000000000000000e+00,6.292501271937465642e-04
1.849175734919316083e+00,3.000000000000000000e+00,6.556338310241659065e-04
1.849175734919316083e+00,3.250000000000000000e+00,6.837740244588266228e-04
1.849175734919316083e+00,3.500000000000000000e+00,7.138356581210957182e-04
1.849175734919316083e+00,3.750000000000000000e+00,7.460041373808191587e-04
1.849175734919316083e+00,4.000000000000000000e+00,7.804885314152200685e-04
1.849175734919316083e+00,4.250000000000000000e+00,8.175254002206506099e-04
1.849175734919316083e+00,9.250000000000000000e+00,3.224674067991660769e-03
1.849175734919316083e+00,9.500000000000000000e+00,3.612240070707997686e-03
1.849175734919316083e+00,9.750000000000000000e+00,4.085816186767884939e-03
1.849175734919316083e+00,1.000000000000000000e+01,4.676105537891377985e-03
1.849175734919316083e+00,1.025000000000000000e+01,5.430044108633772307e-03
1.849175734919316083e+00,1.050000000000000000e+01,6.422863636545280905e-03
1.849175734919316083e+00,1.075000000000000000e+01,7.782304483271992174e-03
1.849175734919316083e+00,1.100000000000000000e+01,9.740970782737386896e-03
1.849175734919316083e+00,1.150000000000000000e+01,1.781146002782897295e-02
1.849175734919316083e+00,1.175000000000000000e+01,2.689355674506655261e-02
1.849175734919316083e+00,1.200000000000000000e+01,4.163947292896652552e-02
1.849175734919316083e+00,1.225000000000000000e+01,5.649814376908701002e-02
1.849175734919316083e+00,1.250000000000000000e+01,6.572932013693010000e-02
1.849175734919316083e+00,1.275000000000000000e+01,7.027423707164767719e-02
1.849175734919316083e+00,1.300000000000000000e+01,7.265601486456392533e-02
1.849175734919316083e+00,1.325000000000000000e+01,7.479156394091161786e-02
1.849175734919316083e+00,1.375000000000000000e+01,8.054137663801148872e-02
1.849175734919316083e+00,1.400000000000000000e+01,8.430452588620737653e-02
1.849175734919316083e+00,1.425000000000000000e+01,8.795955683054063057e-02
1.849175734919316083e+00,1.450000000000000000e+01,9.119561029193085089e-02
1.849175734919316083e+00,1.475000000000000000e+01,9.446288498691940427e-02
1.849175734919316083e+00,1.500000000000000000e+01,9.619383263581343657e-02
1.849175734919316083e+00,1.525000000000000000e+01,9.426028114052462104e-02
1.849175734919316083e+00,1.550000000000000000e+01,9.074861791471564021e-02
1.849175734919316083e+00,1.575000000000000000e+01,8.741954251660837005e-02
1.849175734919316083e+00,1.600000000000000000e+01,8.460942058812322142e-02
1.849175734919316083e+00,1.625000000000000000e+01,8.297285672696518011e-02
1.849175734919316083e+00,1.650000000000000000e+01,8.270993616138842819e-02
1.849175734919316083e+00,1.675000000000000000e+01,8.355200885614230688e-02
1.849175734919316083e+00,1.700000000000000000e+01,8.537351519559172042e-02
1.849175734919316083e+00,1.725000000000000000e+01,8.820628359822271780e-02
1.849175734919316083e+00,1.750000000000000000e+01,9.211512525052781286e-02
1.849175734919316083e+00,1.775000000000000000e+01,9.671437611212900520e-02
1.849175734919316083e+00,1.800000000000000000e+01,9.960633448364253351e-02
1.849175734919316083e+00,1.825000000000000000e+01,9.763872298683638762e-02
1.849175734919316083e+00,1.850000000000000000e+01,9.256368771248657534e-02
1.849175734919316083e+00,1.875000000000000000e+01,8.727322934530261367e-02
1.878903895929963985e+00,-3.000000000000000000e+00,2.907781231276380766e-04
1.878903895929963985e+00,-2.000000000000000000e+00,3.250509637419027559e-04
1.878903895929963985e+00,-1.750000000000000000e+00,3.345842193603025126e-04
1.878903895929963985e+00,-1.500000000000000000e+00,3.445512700753474095e-04
1.878903895929963985e+00,-1.250000000000000000e+00,3.549793422291459594e-04
1.878903895929963985e+00,-1.000000000000000000e+00,3.658978714239072196e-04
1.878903895929963985e+00,-7.500000000000000000e-01,3.773387249227697733e-04
1.878903895929963985e+00,5.000000000000000000e-01,4.436976110236945901e-04
1.878903895929963985e+00,7.500000000000000000e-01,4.591135133378524032e-04
1.878903895929963985e+00,1.000000000000000000e+00,4.753683706944150981e-04
1.878903895929963985e+00,1.250000000000000000e+00,4.925257508732036257e-04
1.878903895929963985e+00,1.500000000000000000e+00,5.106555050330666319e-04
1.878903895929963985e+00,1.750000000000000000e+00,5.298345447964533618e-04
1.878903895929963985e+00,3.250000000000000000e+00,6.723978853007447475e-04
1.878903895929963985e+00,3.500000000000000000e+00,7.018969269370000600e-04
1.878903895929963985e+00,3.750000000000000000e+00,7.334585549746193032e-04
1.878903895929963985e+00,4.000000000000000000e+00,7.672869522547762786e-04
1.878903895929963985e+00,4.250000000000000000e+00,8.036130869886852490e-04
1.878903895929963985e+00,4.500000000000000000e+00,8.426991732215532343e-04
1.878903895929963985e+00,4.750000000000000000e+00,8.848440459258459989e-04
1.878903895929963985e+00,5.000000000000000000e+00,9.303896764807274454e-04
1.878903895929963985e+00,5.250000000000000000e+00,9.797291202121337968e-04
1.878903895929963985e+00,5.500000000000000000e+00,1.033316276045204976e-03
1.878903895929963985e+00,5.750000000000000000e+00,1.091677957992078993e-03
1.878903895929963985e+00,6.000000000000000000e+00,1.155428941974321472e-03
1.878903895929963985e+00,6.250000000000000000e+00,1.225290878183651856e-03
1.878903895929963985e+00,6.500000000000000000e+00,1.302116276863997954e-03
1.878903895929963985e+00,6.750000000000000000e+00,1.386919226478782255e-03
1.878903895929963985e+00,7.000000000000000000e+00,1.480915152939683453e-03
1.878903895929963985e+00,7.250000000000000000e+00,1.585572878987451554e-03
1.878903895929963985e+00,7.500000000000000000e+00,1.702683656720518652e-03
1.878903895929963985e+00,7.750000000000000000e+00,1.834453988731374113e-03
1.878903895929963985e+00,8.000000000000000000e+00,1.983632365814875717e-03
1.878903895929963985e+00,8.250000000000000000e+00,2.153685285504985340e-03
1.878903895929963985e+00,8.500000000000000000e+00,2.349046398187168601e-03
1.878903895929963985e+00,8.750000000000000000e+00,2.575476747095845845e-03
1.878903895929963985e+00,9.000000000000000000e+00,2.840598294090727633e-03
1.878903895929963985e+00,9.250000000000000000e+00,3.154705923068670814e-03
1.878903895929963985e+00,9.500000000000000000e+00,3.532042410583723265e-03
1.878903895929963985e+00,9.750000000000000000e+00,3.992873549266858640e-03
1.878903895929963985e+00,1.000000000000000000e+01,4.567009422471117464e-03
1.878903895929963985e+00,1.025000000000000000e+01,5.300078094751292483e-03
1.878903895929963985e+00,1.050000000000000000e+01,6.265360725509833834e-03
1.878903895929963985e+00,1.075000000000000000e+01,7.587657600634073116e-03
1.878903895929963985e+00,1.125000000000000000e+01,1.244093431287232945e-02
1.878903895929963985e+00,1.150000000000000000e+01,1.739189109732305893e-02
1.878903895929963985e+00,1.175000000000000000e+01,2.628767419516309448e-02
1.878903895929963985e+00,1.200000000000000000e+01,4.034260906205196229e-02
1.878903895929963985e+00,1.225000000000000000e+01,5.346759046011829997e-02
1.878903895929963985e+00,1.275000000000000000e+01,6.687777979113146420e-02
1.878903895929963985e+00,1.300000000000000000e+01,7.138753964166762167e-02
1.878903895929963985e+00,1.325000000000000000e+01,7.494461781539629719e-02
1.878903895929963985e+00,1.350000000000000000e+01,7.728676925920917318e-02
1.878903895929963985e+00,1.375000000000000000e+01,7.955945013054611936e-02
1.878903895929963985e+00,1.400000000000000000e+01,8.254802489105732277e-02
1.878903895929963985e+00,1.425000000000000000e+01,8.628873291724918626e-02
1.878903895929963985e+00,1.450000000000000000e+01,9.002225401892148537e-02
1.878903895929963985e+00,1.475000000000000000e+01,9.307378774997646098e-02
1.878903895929963985e+00,1.500000000000000000e+01,9.447206734482677115e-02
1.878903895929963985e+00,1.525000000000000000e+01,9.263894897692766250e-02
1.878903895929963985e+00,1.550000000000000000e+01,8.960395171949209203e-02
1.878903895929963985e+00,1.575000000000000000e+01,8.710859974329331068e-02
1.878903895929963985e+00,1.600000000000000000e+01,8.538477496141597123e-02
1.878903895929963985e+00,1.625000000000000000e+01,8.425457877132490336e-02
1.878903895929963985e+00,1.650000000000000000e+01,8.355023530684005384e-02
1.878903895929963985e+00,1.675000000000000000e+01,8.363367480178260371e-02
1.878903895929963985e+00,1.700000000000000000e+01,8.497843483146660937e-02
1.878903895929963985e+00,1.725000000000000000e+01,8.757513465077912396e-02
1.878903895929963985e+00,1.750000000000000000e+01,9.135954447173799675e-02
1.878903895929963985e+00,1.775000000000000000e+01,9.585678265130002929e-02
1.878903895929963985e+00,1.800000000000000000e+01,9.848193174924514681e-02
1.878903895929963985e+00,1.825000000000000000e+01,9.585598465160531656e-02
1.878903895929963985e+00,1.850000000000000000e+01,9.063644632352219066e-02
1.878903895929963985e+00,1.875000000000000000e+01,8.595672874869496327e-02
1.878903895929963985e+00,1.900000000000000000e+01,8.228198517698968872e-02
1.910856017472625012e+00,-3.000000000000000000e+00,2.846181606627069794e-04
1.910856017472625012e+00,-2.750000000000000000e+00,2.924612031597048157e-04
1.910856017472625012e+00,-2.500000000000000000e+00,3.006385295369587061e-04
1.910856017472625012e+00,-2.250000000000000000e+00,3.091697329571572962e-04
1.910856017472625012e+00,-1.000000000000000000e+00,3.579315072712704795e-04
1.910856017472625012e+00,-7.500000000000000000e-01,3.690909601227096676e-04
1.910856017472625012e+00,-5.000000000000000000e-01,3.807918626387885334e-04
1.910856017472625012e+00,-2.500000000000000000e-01,3.930705631208018087e-04
1.910856017472625012e+00,0.000000000000000000e+00,4.059665744594313135e-04
1.910856017472625012e+00,2.500000000000000000e-01,4.195229169979835409e-04
1.910856017472625012e+00,1.500000000000000000e+00,4.990143582672548284e-04
1.910856017472625012e+00,1.750000000000000000e+00,5.176886762059277128e-04
1.910856017472625012e+00,2.000000000000000000e+00,5.374629607929164166e-04
1.910856017472625012e+00,2.250000000000000000e+00,5.584278658647009140e-04
1.910856017472625012e+00,2.500000000000000000e+00,5.806838394093148670e-04
1.910856017472625012e+00,2.750000000000000000e+00,6.043424537718860689e-04
1.910856017472625012e+00,3.000000000000000000e+00,6.295279563686191236e-04
1.910856017472625012e+00,4.750000000000000000e+00,8.626882315898344589e-04
1.910856017472625012e+00,5.000000000000000000e+00,9.068656332422625260e-04
1.910856017472625012e+00,5.250000000000000000e+00,9.547031287489025951e-04
1.910856017472625012e+00,5.500000000000000000e+00,1.006636375282446601e-03
1.910856017472625012e+00,5.750000000000000000e+00,1.063170701581057356e-03
1.910856017472625012e+00,6.000000000000000000e+00,1.124895434183228972e-03
1.910856017472625012e+00,6.250000000000000000e+00,1.192501894710917007e-03
1.910856017472625012e+00,6.500000000000000000e+00,1.266806213542531192e-03
1.910856017472625012e+00,6.750000000000000000e+00,1.348778532671659298e-03
1.910856017472625012e+00,7.000000000000000000e+00,1.439580786255012469e-03
1.910856017472625012e+00,7.250000000000000000e+00,1.540616148123289970e-03
1.910856017472625012e+00,7.500000000000000000e+00,1.653594575829536381e-03
1.910856017472625012e+00,7.750000000000000000e+00,1.780620912291776747e-03
1.910856017472625012e+00,8.000000000000000000e+00,1.924315148139666126e-03
1.910856017472625012e+00,8.250000000000000000e+00,2.087979417026225842e-03
1.910856017472625012e+00,8.500000000000000000e+00,2.275834350504382913e-03
1.910856017472625012e+00,8.750000000000000000e+00,2.493360835142962185e-03
1.910856017472625012e+00,9.000000000000000000e+00,2.747806251650380428e-03
1.910856017472625012e+00,9.250000000000000000e+00,3.048955203953251751e-03
1.910856017472625012e+00,9.500000000000000000e+00,3.410340301629067195e-03
1.910856017472625012e+00,9.750000000000000000e+00,3.851214215098623748e-03
1.910856017472625012e+00,1.000000000000000000e+01,4.399899158354461139e-03
1.910856017472625012e+00,1.100000000000000000e+01,9.098619781569484977e-03
1.910856017472625012e+00,1.125000000000000000e+01,1.190626265763568455e-02
1.910856017472625012e+00,1.150000000000000000e+01,1.662953727621635514e-02
1.910856017472625012e+00,1.175000000000000000e+01,2.513453824299620096e-02
1.910856017472625012e+00,1.200000000000000000e+01,3.860096645773448271e-02
1.910856017472625012e+00,1.250000000000000000e+01,5.758793986223437189e-02
1.910856017472625012e+00,1.275000000000000000e+01,6.174207107502958924e-02
1.910856017472625012e+00,1.300000000000000000e+01,6.523899154668132139e-02
1.910856017472625012e+00,1.325000000000000000e+01,6.882807904853070757e-02
1.910856017472625012e+00,1.350000000000000000e+01,7.287227098268399261e-02
1.910856017472625012e+00,1.375000000000000000e+01,7.755919763864715932e-02
1.910856017472625012e+00,1.400000000000000000e+01,8.260172353745370843e-02
1.910856017472625012e+00,1.425000000000000000e+01,8.681840573295168673e-02
1.910856017472625012e+00,1.450000000000000000e+01,9.021526523599174285e-02
1.910856017472625012e+00,1.475000000000000000e+01,9.306223397429221056e-02
1.910856017472625012e+00,1.500000000000000000e+01,9.387820968229429464e-02
1.910856017472625012e+00,1.525000000000000000e+01,9.169711190132603940e-02
1.910856017472625012e+00,1.550000000000000000e+01,8.860742492564085970e-02
1.910856017472625012e+00,1.575000000000000000e+01,8.620980871745352603e-02
1.910856017472625012e+00,1.600000000000000000e+01,8.472937241437827893e-02
1.910856017472625012e+00,1.625000000000000000e+01,8.407991524503101444e-02
1.910856017472625012e+00,1.650000000000000000e+01,8.417396979378938271e-02
1.910856017472625012e+00,1.675000000000000000e+01,8.495805784207134670e-02
1.910856017472625012e+00,1.700000000000000000e+01,8.639555746524081592e-02
1.910856017472625012e+00,1.725000000000000000e+01,8.854153681781187779e-02
1.910856017472625012e+00,1.750000000000000000e+01,9.179010867055033274e-02
1.910856017472625012e+00,1.775000000000000000e+01,9.589706897119940066e-02
1.910856017472625012e+00,1.800000000000000000e+01,9.789941684896327767e-02
1.910856017472625012e+00,1.825000000000000000e+01,9.473190852759952318e-02
1.910856017472625012e+00,1.850000000000000000e+01,8.981426311876272717e-02
1.910856017472625012e+00,1.875000000000000000e+01,8.559121402488578667e-02
1.910856017472625012e+00,1.900000000000000000e+01,8.136340265649932846e-02
1.910856017472625012e+00,1.925000000000000000e+01,7.635460272906532952e-02
1.940232550944575030e+00,-2.250000000000000000e+00,3.021107892450995247e-04
1.940232550944575030e+00,-2.000000000000000000e+00,3.107880468095537848e-04
1.940232550944575030e+00,-1.750000000000000000e+00,3.198514869255359816e-04
1.940232550944575030e+00,-1.500000000000000000e+00,3.293247898815010065e-04
1.940232550944575030e+00,-1.250000000000000000e+00,3.392335116294115625e-04
1.940232550944575030e+00,0.000000000000000000e+00,3.963593103299354052e-04
1.940232550944575030e+00,2.500000000000000000e-01,4.095484857354698342e-04
1.940232550944575030e+00,5.000000000000000000e-01,4.234231367993296509e-04
1.940232550944575030e+00,7.500000000000000000e-01,4.380327403326980695e-04
1.940232550944575030e+00,1.000000000000000000e+00,4.534314220987609081e-04
1.940232550944575030e+00,1.250000000000000000e+00,4.696785024380247908e-04
1.940232550944575030e+00,2.500000000000000000e+00,5.661664814684874746e-04
1.940232550944575030e+00,2.750000000000000000e+00,5.891320061792723953e-04
1.940232550944575030e+00,3.000000000000000000e+00,6.135727052679740669e-04
1.940232550944575030e+00,3.250000000000000000e+00,6.396219810485528814e-04
1.940232550944575030e+00,3.500000000000000000e+00,6.674291469145275093e-04
1.940232550944575030e+00,3.750000000000000000e+00,6.971618269961585811e-04
1.940232550944575030e+00,4.000000000000000000e+00,7.290088000045801160e-04
1.940232550944575030e+00,4.250000000000000000e+00,7.631833859500199504e-04
1.940232550944575030e+00,4.500000000000000000e+00,7.999275002868857848e-04
1.940232550944575030e+00,7.250000000000000000e+00,1.493689737615442768e-03
1.940232550944575030e+00,7.500000000000000000e+00,1.602370943167362232e-03
1.940232550944575030e+00,7.750000000000000000e+00,1.724465007995422362e-03
1.940232550944575030e+00,8.000000000000000000e+00,1.862457623887309524e-03
1.940232550944575030e+00,8.250000000000000000e+00,2.019478403428450267e-03
1.940232550944575030e+00,8.500000000000000000e+00,2.199523103259405903e-03
1.940232550944575030e+00,8.750000000000000000e+00,2.407774611466876810e-03
1.940232550944575030e+00,1.025000000000000000e+01,4.888283491188276896e-03
1.940232550944575030e+00,1.050000000000000000e+01,5.759556205864186686e-03
1.940232550944575030e+00,1.075000000000000000e+01,6.948985952424734103e-03
1.940232550944575030e+00,1.100000000000000000e+01,8.658506267759187927e-03
1.940232550944575030e+00,1.125000000000000000e+01,1.128801498543164847e-02
1.940232550944575030e+00,1.150000000000000000e+01,1.569093666840114601e-02
1.940232550944575030e+00,1.175000000000000000e+01,2.360968039138493235e-02
1.940232550944575030e+00,1.200000000000000000e+01,3.641120644477677942e-02
1.940232550944575030e+00,1.225000000000000000e+01,4.865290883296972263e-02
1.940232550944575030e+00,1.250000000000000000e+01,5.514571504159805626e-02
1.940232550944575030e+00,1.275000000000000000e+01,5.863743000691943458e-02
1.940232550944575030e+00,1.300000000000000000e+01,6.140831813964476443e-02
1.940232550944575030e+00,1.325000000000000000e+01,6.423308164250375596e-02
1.940232550944575030e+00,1.350000000000000000e+01,6.742837577254330583e-02
1.940232550944575030e+00,1.375000000000000000e+01,7.121748076467536437e-02
1.940232550944575030e+00,1.400000000000000000e+01,7.584311495073185749e-02
1.940232550944575030e+00,1.425000000000000000e+01,8.158508239398233608e-02
1.940232550944575030e+00,1.450000000000000000e+01,8.850985507082738402e-02
1.940232550944575030e+00,1.475000000000000000e+01,9.511533498941621145e-02
1.940232550944575030e+00,1.500000000000000000e+01,9.715968970298741181e-02
1.940232550944575030e+00,1.525000000000000000e+01,9.377153105096877606e-02
1.940232550944575030e+00,1.550000000000000000e+01,8.938179308035135162e-02
1.940232550944575030e+00,1.575000000000000000e+01,8.624789987959352588e-02
1.940232550944575030e+00,1.600000000000000000e+01,8.441618698806283017e-02
1.940232550944575030e+00,1.625000000000000000e+01,8.364715619846636863e-02
1.940232550944575030e+00,1.650000000000000000e+01,8.378917450832733260e-02
1.940232550944575030e+00,1.675000000000000000e+01,8.478959688744290568e-02
1.940232550944575030e+00,1.700000000000000000e+01,8.667699595833766590e-02
1.940232550944575030e+00,1.725000000000000000e+01,8.953724169025895074e-02
1.940232550944575030e+00,1.750000000000000000e+01,9.339989887022374926e-02
1.940232550944575030e+00,1.775000000000000000e+01,9.761933872289751957e-02
1.940232550944575030e+00,1.800000000000000000e+01,9.914564965120015172e-02
1.940232550944575030e+00,1.825000000000000000e+01,9.549304696379215529e-02
1.940232550944575030e+00,1.850000000000000000e+01,8.996443159041887794e-02
1.940232550944575030e+00,1.875000000000000000e+01,8.381424904663163644e-02
1.940232550944575030e+00,1.900000000000000000e+01,7.779622073295162921e-02
1.940232550944575030e+00,1.925000000000000000e+01,7.261346519212788508e-02
1.969079570933067957e+00,-3.000000000000000000e+00,2.714828890138495433e-04
1.969079570933067957e+00,-2.750000000000000000e+00,2.789225111202088981e-04
1.969079570933067957e+00,-2.500000000000000000e+00,2.866773022630794135e-04
1.969079570933067957e+00,-1.500000000000000000e+00,3.212366936735379613e-04
1.969079570933067957e+00,-1.250000000000000000e+00,3.308722085002886075e-04
1.969079570933067957e+00,-1.000000000000000000e+00,3.409564706940364340e-04
1.969079570933067957e+00,-7.500000000000000000e-01,3.515183367025978686e-04
1.969079570933067957e+00,-5.000000000000000000e-01,3.625890652016735085e-04
1.969079570933067957e+00,-2.500000000000000000e-01,3.742025655823001434e-04
1.969079570933067957e+00,7.500000000000000000e-01,4.268719435132174245e-04
1.969079570933067957e+00,1.000000000000000000e+00,4.418224388890833599e-04
1.969079570933067957e+00,1.250000000000000000e+00,4.575933031293098014e-04
1.969079570933067957e+00,1.500000000000000000e+00,4.742472565123006189e-04
1.969079570933067957e+00,1.750000000000000000e+00,4.918532822751299147e-04
1.969079570933067957e+00,2.000000000000000000e+00,5.104874103117248161e-04
1.969079570933067957e+00,2.250000000000000000e+00,5.302336202406559987e-04
1.969079570933067957e+00,3.750000000000000000e+00,6.780715463210594974e-04
1.969079570933067957e+00,4.000000000000000000e+00,7.088906205776999026e-04
1.969079570933067957e+00,4.250000000000000000e+00,7.419500449600203084e-04
1.969079570933067957e+00,4.500000000000000000e+00,7.774813996599055444e-04
1.969079570933067957e+00,4.750000000000000000e+00,8.157481423589363085e-04
1.969079570933067957e+00,5.000000000000000000e+00,8.570512071087037264e-04
1.969079570933067957e+00,5.250000000000000000e+00,9.017358202919805799e-04
1.969079570933067957e+00,5.500000000000000000e+00,9.501998536996052441e-04
1.969079570933067957e+00,5.750000000000000000e+00,1.002904134767527641e-03
1.969079570933067957e+00,6.000000000000000000e+00,1.060385270655220084e-03
1.969079570933067957e+00,6.250000000000000000e+00,1.123271731658861006e-03
1.969079570933067957e+00,6.500000000000000000e+00,1.192304203572151691e-03
1.969079570933067957e+00,6.750000000000000000e+00,1.268361592969590715e-03
1.969079570933067957e+00,7.000000000000000000e+00,1.352494607614978172e-03
1.969079570933067957e+00,9.000000000000000000e+00,2.553124192654730208e-03
1.969079570933067957e+00,9.250000000000000000e+00,2.826940834725143615e-03
1.969079570933067957e+00,9.500000000000000000e+00,3.154459858672889385e-03
1.969079570933067957e+00,9.750000000000000000e+00,3.552559251531884569e-03
1.969079570933067957e+00,1.000000000000000000e+01,4.045948289296887393e-03
1.969079570933067957e+00,1.025000000000000000e+01,4.672249575224459925e-03
1.969079570933067957e+00,1.050000000000000000e+01,5.491529115646309571e-03
1.969079570933067957e+00,1.075000000000000000e+01,6.605380975979460549e-03
1.969079570933067957e+00,1.100000000000000000e+01,8.198099581108227868e-03
1.969079570933067957e+00,1.125000000000000000e+01,1.063237318609243712e-02
1.969079570933067957e+00,1.150000000000000000e+01,1.467799960661841582e-02
1.969079570933067957e+00,1.225000000000000000e+01,4.590859162702422974e-02
1.969079570933067957e+00,1.250000000000000000e+01,5.310685896094130554e-02
1.969079570933067957e+00,1.275000000000000000e+01,5.649912486276709167e-02
1.969079570933067957e+00,1.300000000000000000e+01,5.880375127836713622e-02
1.969079570933067957e+00,1.350000000000000000e+01,6.379424575832047528e-02
1.969079570933067957e+00,1.375000000000000000e+01,6.701947369556181255e-02
1.969079570933067957e+00,1.400000000000000000e+01,7.100464508418409537e-02
1.969079570933067957e+00,1.425000000000000000e+01,7.603865848539229089e-02
1.969079570933067957e+00,1.450000000000000000e+01,8.246111290600774413e-02
1.969079570933067957e+00,1.475000000000000000e+01,9.004199424208463032e-02
1.969079570933067957e+00,1.500000000000000000e+01,9.551213776349751217e-02
1.969079570933067957e+00,1.525000000000000000e+01,9.486321293587665626e-02
1.969079570933067957e+00,1.550000000000000000e+01,9.152550362781769477e-02
1.969079570933067957e+00,1.575000000000000000e+01,8.859105832395115787e-02
1.969079570933067957e+00,1.600000000000000000e+01,8.637884547466816165e-02
1.969079570933067957e+00,1.625000000000000000e+01,8.467832094673674592e-02
1.969079570933067957e+00,1.650000000000000000e+01,8.404990342333296116e-02
1.969079570933067957e+00,1.675000000000000000e+01,8.473725949946803171e-02
1.969079570933067957e+00,1.700000000000000000e+01,8.664749886830723502e-02
1.969079570933067957e+00,1.725000000000000000e+01,8.980190266041035430e-02
1.969079570933067957e+00,1.750000000000000000e+01,9.424702629252269814e-02
1.969079570933067957e+00,1.775000000000000000e+01,9.936382619878161848e-02
1.969079570933067957e+00,1.800000000000000000e+01,1.016476561371734005e-01
1.969079570933067957e+00,1.825000000000000000e+01,9.673838060902931191e-02
1.969079570933067957e+00,1.850000000000000000e+01,8.825064521217768077e-02
1.969079570933067957e+00,1.875000000000000000e+01,8.050745795753805334e-02
