# h,k,l,E,sigma,mode  (synthetic: J1=13.3, J2=-0.24, Dp=0.566, Dz=-1.94; frozen 120-deg ground state)
8.000000000000000167e-02,8.000000000000000167e-02,0.000000000000000000e+00,6.318323745048873619e+00,1.000000000000000056e-01,1.000000000000000000e+00
8.000000000000000167e-02,8.000000000000000167e-02,0.000000000000000000e+00,8.971932673377811085e+00,1.000000000000000056e-01,5.000000000000000000e+00
8.000000000000000167e-02,8.000000000000000167e-02,0.000000000000000000e+00,1.094320574403835877e+01,1.000000000000000056e-01,9.000000000000000000e+00
1.199999999999999956e-01,1.199999999999999956e-01,0.000000000000000000e+00,8.789756729224508902e+00,1.000000000000000056e-01,1.000000000000000000e+00
1.199999999999999956e-01,1.199999999999999956e-01,0.000000000000000000e+00,9.204399490399350015e+00,1.000000000000000056e-01,5.000000000000000000e+00
1.199999999999999956e-01,1.199999999999999956e-01,0.000000000000000000e+00,1.247751280114837158e+01,1.000000000000000056e-01,9.000000000000000000e+00
1.599999999999999756e-01,1.599999999999999756e-01,0.000000000000000000e+00,8.627259367395529566e+00,1.000000000000000056e-01,1.000000000000000000e+00
1.599999999999999756e-01,1.599999999999999756e-01,0.000000000000000000e+00,1.169220619248160453e+01,1.000000000000000056e-01,5.000000000000000000e+00
1.599999999999999756e-01,1.599999999999999756e-01,0.000000000000000000e+00,1.398675755128460274e+01,1.000000000000000056e-01,9.000000000000000000e+00
1.999999999999999833e-01,1.999999999999999833e-01,0.000000000000000000e+00,8.493538216551765885e+00,1.000000000000000056e-01,1.000000000000000000e+00
1.999999999999999833e-01,1.999999999999999833e-01,0.000000000000000000e+00,1.370037190968301033e+01,1.000000000000000056e-01,5.000000000000000000e+00
1.999999999999999833e-01,1.999999999999999833e-01,0.000000000000000000e+00,1.546885958172588715e+01,1.000000000000000056e-01,9.000000000000000000e+00
2.399999999999999911e-01,2.399999999999999911e-01,0.000000000000000000e+00,8.325674255058551410e+00,1.000000000000000056e-01,1.000000000000000000e+00
2.399999999999999911e-01,2.399999999999999911e-01,0.000000000000000000e+00,1.522030260653869327e+01,1.000000000000000056e-01,5.000000000000000000e+00
